Año,Semana,Ceco,FHW
2026,5,38251,15.50%
2026,5,38453,0.70%
2026,5,38552,2.00%
2026,5,38673,7.40%
2026,5,38884,10.30%
2026,5,38904,1.40%
2026,5,43027,14.80%
2026,5,43032,3.30%
2026,5,43089,1.00%
2026,5,38268,6.60%
2026,5,38286,11.10%
2026,5,38601,5.40%
2026,5,38642,1.70%
2026,5,38729,9.10%
2026,5,38809,1.20%
2026,5,38812,3.30%
2026,5,38832,0.90%
2026,5,38899,1.70%
2026,5,38997,5.80%
2026,5,38262,6.00%
2026,5,38355,1.80%
2026,5,38392,4.00%
2026,5,38473,4.60%
2026,5,38506,6.10%
2026,5,38563,8.90%
2026,5,38630,2.40%
2026,5,38734,10.20%
2026,5,38891,12.00%
2026,5,38912,1.80%
2026,5,38974,3.10%
2026,5,43063,1.90%
2026,5,43185,7.60%
2026,5,38265,13.70%
2026,5,38412,0.40%
2026,5,38450,7.00%
2026,5,38737,0.30%
2026,5,38848,6.10%
2026,5,38934,1.80%
2026,5,38999,2.80%
2026,5,43076,4.30%
2026,5,38683,5.60%
2026,5,38726,5.00%
2026,5,38743,1.10%
2026,5,38873,11.50%
2026,5,43003,0.90%
2026,5,43042,4.10%
2026,5,43096,4.90%
2026,5,38283,1.40%
2026,5,38342,9.00%
2026,5,38353,1.10%
2026,5,38524,0.30%
2026,5,38591,0.80%
2026,5,38666,0.10%
2026,5,38685,9.30%
2026,5,38693,0.60%
2026,5,38797,1.70%
2026,5,38985,0.40%
2026,5,38998,0.20%
2026,5,43110,2.20%
2026,5,38305,2.20%
2026,5,38860,4.90%
2026,5,38895,3.70%
2026,5,43036,5.20%
2026,5,43040,11.90%
2026,5,43125,3.30%
2026,5,43149,4.60%
2026,5,43155,8.50%
2026,5,38306,3.30%
2026,5,38315,5.20%
2026,5,38520,8.90%
2026,5,38631,8.00%
2026,5,38665,0.20%
2026,5,38669,6.80%
2026,5,38689,0.10%
2026,5,38735,4.70%
2026,5,38818,7.00%
2026,5,38953,1.10%
2026,5,43050,3.00%
2026,5,43071,1.20%
2026,5,38331,3.90%
2026,5,38459,4.80%
2026,5,38565,10.00%
2026,5,38650,2.80%
2026,5,38820,1.10%
2026,5,38947,3.30%
2026,5,38959,5.90%
2026,5,43031,11.30%
2026,5,43056,9.10%
2026,5,38457,7.30%
2026,5,38492,2.60%
2026,5,38618,2.00%
2026,5,38776,11.70%
2026,5,38986,8.30%
2026,5,38320,16.90%
2026,5,38323,3.50%
2026,5,38334,7.90%
2026,5,38350,2.10%
2026,5,38362,3.80%
2026,5,38373,5.30%
2026,5,38388,5.90%
2026,5,38518,5.20%
2026,5,38573,10.80%
2026,5,38574,1.90%
2026,5,38598,1.10%
2026,5,38609,1.40%
2026,5,38705,5.20%
2026,5,38759,13.60%
2026,5,38786,4.60%
2026,5,38826,4.90%
2026,5,38955,3.00%
2026,5,38988,12.10%
2026,5,43054,1.70%
2026,5,43088,7.50%
2026,5,43098,4.10%
2026,5,43133,7.70%
2026,5,43134,4.10%
2026,5,38250,2.00%
2026,5,38295,1.10%
2026,5,38467,5.20%
2026,5,38728,3.00%
2026,5,38757,2.70%
2026,5,38864,0.80%
2026,5,38871,0.50%
2026,5,38886,3.00%
2026,5,38916,0.60%
2026,5,38944,0.50%
2026,5,38976,2.30%
2026,5,43033,2.20%
2026,5,38351,2.80%
2026,5,38375,5.90%
2026,5,38429,3.10%
2026,5,38511,1.00%
2026,5,38567,2.80%
2026,5,38678,7.10%
2026,5,38684,5.10%
2026,5,38716,3.80%
2026,5,38718,4.20%
2026,5,38996,1.30%
2026,5,43034,7.10%
2026,5,38357,0.40%
2026,5,38358,2.60%
2026,5,38790,2.60%
2026,5,38793,4.80%
2026,5,38893,9.30%
2026,5,38908,2.10%
2026,5,38939,2.80%
2026,5,43064,7.50%
2026,5,43170,6.70%
2026,5,38502,0.10%
2026,5,38594,0.30%
2026,5,38657,0.40%
2026,5,38659,0.10%
2026,5,38800,1.00%
2026,5,38801,2.00%
2026,5,38855,0.40%
2026,5,43026,0.50%
2026,5,43163,3.00%
2026,5,43169,0.40%
2026,5,38193,0.10%
2026,5,38372,1.70%
2026,5,38416,2.50%
2026,5,38499,0.90%
2026,5,38530,1.20%
2026,5,38549,2.50%
2026,5,38587,8.50%
2026,5,38715,1.10%
2026,5,38951,1.40%
2026,5,43105,0.70%
2026,5,38117,10.20%
2026,5,38176,11.40%
2026,5,38197,10.80%
2026,5,38427,4.60%
2026,5,38458,3.30%
2026,5,38475,10.40%
2026,5,38561,7.10%
2026,5,38590,4.40%
2026,5,38656,11.20%
2026,5,38695,6.40%
2026,5,38770,10.30%
2026,5,38859,3.00%
2026,5,43152,7.00%
2026,5,38126,3.20%
2026,5,38179,0.30%
2026,5,38185,4.50%
2026,5,38292,11.00%
2026,5,38439,2.60%
2026,5,38452,6.00%
2026,5,38466,1.00%
2026,5,38553,0.10%
2026,5,38568,1.40%
2026,5,38799,4.00%
2026,5,38815,1.90%
2026,5,38918,5.40%
2026,5,43107,3.70%
2026,5,38199,3.30%
2026,5,38238,0.10%
2026,5,38244,1.10%
2026,5,38276,1.40%
2026,5,38510,1.00%
2026,5,38603,0.30%
2026,5,38739,0.20%
2026,5,38844,0.60%
2026,5,38849,0.50%
2026,5,38970,0.20%
2026,5,38333,9.50%
2026,5,38339,8.90%
2026,5,38368,4.20%
2026,5,38401,7.30%
2026,5,38456,10.20%
2026,5,38515,10.70%
2026,5,38604,5.90%
2026,5,38862,11.30%
2026,5,38894,3.10%
2026,5,43193,4.70%
2026,5,38377,7.20%
2026,5,38480,3.00%
2026,5,38559,6.90%
2026,5,38629,9.20%
2026,5,38846,6.30%
2026,5,38882,14.30%
2026,5,43055,11.50%
2026,5,43135,6.90%
2026,5,38154,1.80%
2026,5,38221,3.90%
2026,5,38228,5.70%
2026,5,38241,3.20%
2026,5,38314,2.60%
2026,5,38324,0.50%
2026,5,38384,0.90%
2026,5,38592,8.50%
2026,5,38679,2.90%
2026,5,43030,3.50%
2026,5,43151,13.80%
2026,5,38348,0.50%
2026,5,38396,0.30%
2026,5,38410,7.60%
2026,5,38451,1.40%
2026,5,38536,3.90%
2026,5,38550,1.40%
2026,5,38649,0.40%
2026,5,38682,2.40%
2026,5,43044,0.80%
2026,5,43157,1.90%
2026,5,38255,8.00%
2026,5,38302,8.30%
2026,5,38311,12.70%
2026,5,38434,5.30%
2026,5,38714,10.20%
2026,5,38745,7.00%
2026,5,38814,9.40%
2026,5,38980,5.70%
2026,5,43092,12.30%
2026,5,43145,31.10%
2026,5,43171,10.40%
2026,5,43174,21.40%
2026,5,38300,0.40%
2026,5,38316,0.20%
2026,5,38329,0.10%
2026,5,38655,0.20%
2026,5,38758,0.20%
2026,5,38867,0.10%
2026,5,43000,0.30%
2026,5,38318,0.10%
2026,5,38337,0.10%
2026,5,38476,0.10%
2026,5,38707,0.40%
2026,5,38892,0.20%
2026,5,38971,0.10%
2026,5,38973,0.10%
2026,5,38321,1.40%
2026,5,38325,0.20%
2026,5,38341,1.00%
2026,5,38490,1.20%
2026,5,38708,1.90%
2026,5,38909,0.20%
2026,5,38927,0.30%
2026,5,38932,0.90%
2026,5,38960,1.40%
2026,5,38170,2.80%
2026,5,38218,7.20%
2026,5,38237,2.70%
2026,5,38249,14.80%
2026,5,38287,1.90%
2026,5,38290,2.00%
2026,5,38304,6.10%
2026,5,38330,13.30%
2026,5,38905,0.90%
2026,5,38978,2.70%
2026,5,38431,5.90%
2026,5,38529,5.20%
2026,5,38811,11.90%
2026,5,38903,6.60%
2026,5,38924,10.50%
2026,5,38930,4.60%
2026,5,38937,10.70%
2026,5,38965,2.40%
2026,5,38992,8.60%
2026,5,38995,7.20%
2026,5,38123,7.30%
2026,5,38155,8.00%
2026,5,38203,5.70%
2026,5,38234,4.30%
2026,5,38376,6.10%
2026,5,38463,3.20%
2026,5,38465,7.10%
2026,5,38487,0.20%
2026,5,38497,8.30%
2026,5,38632,0.50%
2026,5,38762,1.10%
2026,5,38785,1.90%
2026,5,43123,11.90%
2026,5,38201,0.50%
2026,5,38223,0.00%
2026,5,38224,1.80%
2026,5,38584,1.00%
2026,5,38907,3.60%
2026,5,38278,7.40%
2026,5,38282,2.90%
2026,5,38310,1.60%
2026,5,38443,1.30%
2026,5,38531,9.40%
2026,5,38537,8.80%
2026,5,38643,1.10%
2026,5,38870,5.80%
2026,5,38920,10.20%
2026,5,43018,10.10%
2026,5,38165,
2026,5,38171,
2026,5,38182,
2026,5,38215,
2026,5,38297,
2026,5,38299,
2026,5,38385,
2026,5,38521,
2026,5,38576,
2026,5,38641,
2026,5,38789,
2026,5,38796,
2026,5,38803,
2026,5,38833,
2026,5,38877,
2026,5,38910,
2026,5,38929,
2026,5,38943,
2026,5,43082,
2026,5,43083,
2026,5,43162,
2026,6,38209,0.40%
2026,6,38317,1.60%
2026,6,38589,7.10%
2026,6,38843,1.50%
2026,6,38872,9.60%
2026,6,38950,2.30%
2026,6,38989,3.30%
2026,6,43029,2.20%
2026,6,38101,0.90%
2026,6,38240,2.30%
2026,6,38272,1.60%
2026,6,38285,0.70%
2026,6,38291,1.20%
2026,6,38389,3.60%
2026,6,38404,6.70%
2026,6,38422,2.60%
2026,6,38433,2.90%
2026,6,38555,4.70%
2026,6,38613,14.40%
2026,6,38654,4.40%
2026,6,38681,2.50%
2026,6,43188,1.40%
2026,6,38183,0.40%
2026,6,38387,10.10%
2026,6,38577,0.20%
2026,6,38721,1.20%
2026,6,38732,0.70%
2026,6,38736,0.10%
2026,6,38813,0.50%
2026,6,38821,0.00%
2026,6,38857,5.60%
2026,6,43008,4.10%
2026,6,43124,0.60%
2026,6,38344,5.90%
2026,6,38635,8.40%
2026,6,38858,0.80%
2026,6,38109,6.30%
2026,6,38173,0.90%
2026,6,38312,2.40%
2026,6,38378,3.80%
2026,6,38423,1.20%
2026,6,38432,3.60%
2026,6,38440,0.30%
2026,6,38483,5.40%
2026,6,38498,2.10%
2026,6,38504,4.60%
2026,6,38556,1.40%
2026,6,38558,7.60%
2026,6,38602,2.80%
2026,6,38658,4.50%
2026,6,38752,1.60%
2026,6,38850,3.70%
2026,6,38113,8.30%
2026,6,38139,6.60%
2026,6,38152,9.60%
2026,6,38208,13.60%
2026,6,38239,15.60%
2026,6,38365,6.30%
2026,6,38417,8.20%
2026,6,38430,2.70%
2026,6,38484,16.70%
2026,6,38585,10.30%
2026,6,38620,4.00%
2026,6,38663,10.10%
2026,6,43025,6.00%
2026,6,38111,4.00%
2026,6,38118,3.90%
2026,6,38194,8.40%
2026,6,38219,1.80%
2026,6,38349,10.70%
2026,6,38399,6.20%
2026,6,38405,0.40%
2026,6,38470,9.30%
2026,6,38557,3.90%
2026,6,38581,4.30%
2026,6,38600,0.00%
2026,6,38612,5.90%
2026,6,38676,9.10%
2026,6,38982,7.30%
2026,6,38107,6.90%
2026,6,38116,4.50%
2026,6,38124,2.60%
2026,6,38129,6.50%
2026,6,38169,9.30%
2026,6,38398,10.00%
2026,6,38428,11.00%
2026,6,38447,1.80%
2026,6,38544,5.80%
2026,6,38571,1.10%
2026,6,38580,5.70%
2026,6,38615,6.40%
2026,6,38691,10.20%
2026,6,38226,11.60%
2026,6,38279,0.30%
2026,6,38289,6.70%
2026,6,38418,1.70%
2026,6,38419,1.40%
2026,6,38468,2.30%
2026,6,38477,1.00%
2026,6,38496,5.50%
2026,6,38611,6.60%
2026,6,38645,0.40%
2026,6,38725,4.30%
2026,6,43070,7.40%
2026,6,38131,8.20%
2026,6,38172,3.30%
2026,6,38402,4.00%
2026,6,38406,5.30%
2026,6,38543,6.80%
2026,6,38560,2.30%
2026,6,38605,6.50%
2026,6,38625,11.30%
2026,6,38771,0.80%
2026,6,38784,3.20%
2026,6,38791,0.20%
2026,6,38806,5.80%
2026,6,38866,1.90%
2026,6,38133,0.20%
2026,6,38190,0.40%
2026,6,38192,0.10%
2026,6,38280,0.80%
2026,6,38634,1.10%
2026,6,38638,0.20%
2026,6,38804,0.20%
2026,6,38949,0.20%
2026,6,43069,1.10%
2026,6,43074,0.60%
2026,6,43166,2.70%
2026,6,38146,2.10%
2026,6,38157,0.60%
2026,6,38519,0.80%
2026,6,38698,0.80%
2026,6,38761,0.60%
2026,6,38768,6.00%
2026,6,38819,2.00%
2026,6,38831,0.90%
2026,6,38840,5.40%
2026,6,38897,5.80%
2026,6,43009,7.10%
2026,6,38114,7.70%
2026,6,38360,12.80%
2026,6,38367,3.10%
2026,6,38379,1.10%
2026,6,38393,6.90%
2026,6,38469,3.60%
2026,6,38471,4.80%
2026,6,38472,15.90%
2026,6,38494,8.30%
2026,6,38637,2.40%
2026,6,38817,4.00%
2026,6,38964,3.70%
2026,6,38164,1.20%
2026,6,38222,0.70%
2026,6,38264,1.00%
2026,6,38599,2.10%
2026,6,38690,5.10%
2026,6,38731,0.40%
2026,6,38756,0.10%
2026,6,38787,0.50%
2026,6,38942,1.60%
2026,6,43100,3.00%
2026,6,38204,0.40%
2026,6,38359,1.50%
2026,6,38876,2.70%
2026,6,38917,5.40%
2026,6,43021,8.10%
2026,6,38217,0.50%
2026,6,38257,1.50%
2026,6,38259,0.10%
2026,6,38516,0.50%
2026,6,38993,1.80%
2026,6,43086,1.10%
2026,6,43146,2.10%
2026,6,38211,2.40%
2026,6,38214,2.70%
2026,6,38354,5.40%
2026,6,38370,4.20%
2026,6,38639,3.60%
2026,6,38711,1.10%
2026,6,38723,2.20%
2026,6,38889,1.00%
2026,6,38972,2.70%
2026,6,38990,8.10%
2026,6,43001,2.20%
2026,6,38134,3.20%
2026,6,38260,8.80%
2026,6,38340,6.00%
2026,6,38464,9.20%
2026,6,38482,8.00%
2026,6,38501,7.00%
2026,6,38513,4.30%
2026,6,38526,8.00%
2026,6,38569,5.10%
2026,6,38570,5.40%
2026,6,38579,7.90%
2026,6,38619,13.40%
2026,6,38888,1.60%
2026,6,38941,2.00%
2026,6,38296,1.00%
2026,6,38328,1.30%
2026,6,38435,0.10%
2026,6,38488,3.50%
2026,6,38712,3.20%
2026,6,38744,1.10%
2026,6,38805,0.40%
2026,6,38828,2.80%
2026,6,38928,1.10%
2026,6,38975,12.10%
2026,6,43186,3.20%
2026,6,38408,1.80%
2026,6,38525,1.50%
2026,6,38738,0.20%
2026,6,38781,2.90%
2026,6,38839,2.70%
2026,6,38946,7.90%
2026,6,38966,4.50%
2026,6,38967,1.70%
2026,6,38267,3.50%
2026,6,38503,2.40%
2026,6,38760,0.30%
2026,6,38825,0.40%
2026,6,38842,2.90%
2026,6,38919,0.70%
2026,6,38923,2.90%
2026,6,38979,1.80%
2026,6,38991,1.00%
2026,6,43190,5.30%
2026,6,38273,0.50%
2026,6,38275,0.10%
2026,6,38335,0.50%
2026,6,38454,0.50%
2026,6,38887,0.20%
2026,6,38921,0.20%
2026,6,38956,0.40%
2026,6,38983,4.10%
2026,6,43114,1.50%
2026,6,43115,6.00%
2026,6,43138,4.10%
2026,6,38436,1.40%
2026,6,38491,1.60%
2026,6,38782,6.70%
2026,6,38890,0.40%
2026,6,43010,4.80%
2026,6,38236,4.10%
2026,6,38309,6.60%
2026,6,38397,2.80%
2026,6,38413,2.60%
2026,6,38566,2.40%
2026,6,38614,4.70%
2026,6,38636,4.40%
2026,6,38648,4.90%
2026,6,38696,2.30%
2026,6,38838,4.90%
2026,6,43118,2.50%
2026,6,43137,1.50%
2026,6,38159,1.00%
2026,6,38338,20.00%
2026,6,38345,1.70%
2026,6,38479,6.70%
2026,6,38647,9.90%
2026,6,38868,0.50%
2026,6,38881,0.40%
2026,6,38931,2.40%
2026,6,38938,3.90%
2026,6,38969,2.10%
2026,6,38137,4.40%
2026,6,38143,4.90%
2026,6,38144,2.00%
2026,6,38153,6.50%
2026,6,38195,3.50%
2026,6,38229,11.10%
2026,6,38624,4.90%
2026,6,38640,4.80%
2026,6,38660,6.40%
2026,6,38994,9.10%
2026,6,43172,12.70%
2026,6,38210,2.00%
2026,6,38242,2.60%
2026,6,38288,4.60%
2026,6,38346,3.80%
2026,6,38381,1.70%
2026,6,38517,3.70%
2026,6,38523,1.70%
2026,6,38713,9.10%
2026,6,38863,6.90%
2026,6,38879,4.00%
2026,6,38162,13.60%
2026,6,38177,10.40%
2026,6,38213,1.30%
2026,6,38332,0.40%
2026,6,38352,2.40%
2026,6,38356,3.20%
2026,6,38449,4.20%
2026,6,38542,2.20%
2026,6,38575,5.10%
2026,6,38588,6.60%
2026,6,38861,2.30%
2026,6,43046,4.50%
2026,6,43051,10.50%
2026,6,38409,3.10%
2026,6,38448,6.40%
2026,6,38486,1.30%
2026,6,38551,3.40%
2026,6,38583,0.20%
2026,6,38675,3.60%
2026,6,38702,2.00%
2026,6,38703,4.70%
2026,6,43057,1.00%
2026,6,43084,2.20%
2026,6,43148,0.70%
2026,6,38147,1.30%
2026,6,38163,1.90%
2026,6,38174,2.80%
2026,6,38407,1.60%
2026,6,38672,0.20%
2026,6,38699,1.10%
2026,6,38700,0.40%
2026,6,38733,1.00%
2026,6,38753,0.30%
2026,6,38754,0.20%
2026,6,43047,2.80%
2026,6,43129,0.90%
2026,6,38121,9.60%
2026,6,38366,6.10%
2026,6,38386,5.30%
2026,6,38461,9.80%
2026,6,38538,12.10%
2026,6,38644,1.40%
2026,6,38709,19.10%
2026,6,38717,14.10%
2026,6,38722,9.60%
2026,6,38727,4.90%
2026,6,38773,2.90%
2026,6,43041,12.90%
2026,6,38103,7.90%
2026,6,38104,7.70%
2026,6,38106,5.80%
2026,6,38112,6.20%
2026,6,38188,4.20%
2026,6,38227,4.50%
2026,6,38617,19.40%
2026,6,38646,6.80%
2026,6,38692,8.90%
2026,6,38730,6.50%
2026,6,38746,1.60%
2026,6,38954,2.00%
2026,6,43142,9.00%
2026,6,38115,12.90%
2026,6,38119,9.80%
2026,6,38142,18.70%
2026,6,38149,9.60%
2026,6,38266,18.70%
2026,6,38270,17.00%
2026,6,38363,6.40%
2026,6,38394,12.00%
2026,6,38507,7.80%
2026,6,38535,13.30%
2026,6,38925,13.90%
2026,6,43043,12.10%
2026,6,43130,7.60%
2026,6,38108,7.30%
2026,6,38110,1.00%
2026,6,38128,0.50%
2026,6,38187,1.10%
2026,6,38191,2.30%
2026,6,38202,4.50%
2026,6,38220,4.00%
2026,6,38382,0.50%
2026,6,38415,0.50%
2026,6,38481,2.30%
2026,6,38522,7.90%
2026,6,38541,4.50%
2026,6,38597,11.70%
2026,6,38627,1.80%
2026,6,38136,6.80%
2026,6,38186,10.20%
2026,6,38230,9.70%
2026,6,38374,13.60%
2026,6,38442,11.50%
2026,6,38460,3.80%
2026,6,38606,9.00%
2026,6,38661,16.00%
2026,6,38674,11.60%
2026,6,38694,3.20%
2026,6,38792,8.60%
2026,6,38845,5.40%
2026,6,38138,4.40%
2026,6,38141,3.10%
2026,6,38319,0.20%
2026,6,38441,4.40%
2026,6,38547,6.80%
2026,6,38668,2.30%
2026,6,38841,0.80%
2026,6,38896,8.10%
2026,6,38987,7.60%
2026,6,43059,5.00%
2026,6,43068,1.10%
2026,6,38158,3.00%
2026,6,38166,6.10%
2026,6,38390,2.20%
2026,6,38400,0.30%
2026,6,38445,2.20%
2026,6,38512,10.20%
2026,6,38532,9.40%
2026,6,38751,7.90%
2026,6,38755,0.30%
2026,6,38777,2.00%
2026,6,38780,7.20%
2026,6,38798,1.80%
2026,6,38810,2.50%
2026,6,38180,1.00%
2026,6,38184,0.50%
2026,6,38198,1.10%
2026,6,38533,0.40%
2026,6,38540,0.40%
2026,6,38564,0.60%
2026,6,38741,2.00%
2026,6,38765,0.70%
2026,6,38788,3.10%
2026,6,38865,3.30%
2026,6,38968,0.10%
2026,6,38196,1.80%
2026,6,38246,0.50%
2026,6,38254,13.00%
2026,6,38263,0.70%
2026,6,38336,2.70%
2026,6,38596,0.60%
2026,6,38883,3.40%
2026,6,38898,0.50%
2026,6,38935,2.10%
2026,6,38958,0.70%
2026,6,38963,0.10%
2026,6,38981,0.10%
2026,6,43005,2.20%
2026,6,38205,14.00%
2026,6,38207,2.00%
2026,6,38371,10.70%
2026,6,38411,22.70%
2026,6,38527,7.00%
2026,6,38546,14.00%
2026,6,38651,8.30%
2026,6,38677,17.30%
2026,6,38719,17.20%
2026,6,38837,21.10%
2026,6,43111,20.90%
2026,6,43132,17.40%
2026,6,43194,5.70%
2026,6,43195,1.20%
2026,6,38248,0.30%
2026,6,38680,0.10%
2026,6,38875,0.10%
2026,6,38984,0.10%
2026,6,43007,0.10%
2026,6,43019,0.40%
2026,6,38258,6.90%
2026,6,38313,0.30%
2026,6,38322,3.30%
2026,6,38380,1.70%
2026,6,38545,0.10%
2026,6,38582,2.60%
2026,6,38670,1.30%
2026,6,38836,3.20%
2026,6,38869,3.20%
2026,6,38874,16.00%
2026,6,38977,1.60%
2026,6,43143,1.00%
2026,6,38122,1.40%
2026,6,38148,2.20%
2026,6,38150,1.10%
2026,6,38189,4.50%
2026,6,38225,0.30%
2026,6,38233,3.50%
2026,6,38361,12.00%
2026,6,38414,0.10%
2026,6,38438,4.50%
2026,6,38485,2.20%
2026,6,38508,1.20%
2026,6,38534,0.60%
2026,6,38578,4.30%
2026,6,38607,8.00%
2026,6,38633,5.00%
2026,6,38704,1.00%
2026,6,38747,0.00%
2026,6,38749,16.70%
2026,6,38769,3.30%
2026,6,38829,1.60%
2026,6,38847,13.10%
2026,6,38957,7.80%
2026,6,43011,1.10%
2026,6,43147,8.40%
2026,6,38243,10.20%
2026,6,38252,6.60%
2026,6,38271,3.00%
2026,6,38274,6.00%
2026,6,38277,10.00%
2026,6,38307,2.90%
2026,6,38326,1.10%
2026,6,38383,13.40%
2026,6,38446,1.30%
2026,6,38509,13.00%
2026,6,38539,0.80%
2026,6,38664,7.80%
2026,6,38667,0.40%
2026,6,38740,0.60%
2026,6,38763,7.00%
2026,6,38778,1.10%
2026,6,38779,15.40%
2026,6,38922,7.10%
2026,6,38933,1.10%
2026,6,38948,0.70%
2026,6,38952,1.60%
2026,6,43016,7.10%
2026,6,43060,6.40%
2026,6,43106,13.70%
2026,6,43156,3.50%
2026,6,38245,1.90%
2026,6,38247,2.60%
2026,6,38251,17.80%
2026,6,38453,1.20%
2026,6,38552,1.20%
2026,6,38673,8.40%
2026,6,38884,12.40%
2026,6,38904,2.80%
2026,6,43027,13.70%
2026,6,43032,16.40%
2026,6,43089,1.50%
2026,6,38268,9.70%
2026,6,38286,13.30%
2026,6,38601,6.20%
2026,6,38642,2.50%
2026,6,38729,10.20%
2026,6,38809,0.70%
2026,6,38812,2.60%
2026,6,38832,0.20%
2026,6,38899,1.30%
2026,6,38997,5.10%
2026,6,38262,6.00%
2026,6,38355,1.70%
2026,6,38392,6.50%
2026,6,38473,4.40%
2026,6,38506,5.60%
2026,6,38563,8.50%
2026,6,38630,3.20%
2026,6,38734,15.60%
2026,6,38891,11.50%
2026,6,38912,1.90%
2026,6,38974,3.80%
2026,6,43063,4.10%
2026,6,43185,8.60%
2026,6,38265,33.30%
2026,6,38412,0.80%
2026,6,38450,9.10%
2026,6,38737,1.60%
2026,6,38848,3.90%
2026,6,38934,2.20%
2026,6,38999,3.10%
2026,6,43076,3.60%
2026,6,38683,4.10%
2026,6,38726,8.30%
2026,6,38743,3.70%
2026,6,38873,9.00%
2026,6,43003,2.80%
2026,6,43042,3.40%
2026,6,43096,11.50%
2026,6,38283,0.40%
2026,6,38342,8.20%
2026,6,38353,1.80%
2026,6,38591,0.70%
2026,6,38666,0.10%
2026,6,38685,3.10%
2026,6,38693,0.80%
2026,6,38797,1.50%
2026,6,38985,1.60%
2026,6,38998,0.20%
2026,6,43110,8.10%
2026,6,43168,0.10%
2026,6,38305,4.10%
2026,6,38860,4.30%
2026,6,38895,4.30%
2026,6,43036,11.00%
2026,6,43040,13.20%
2026,6,43125,4.40%
2026,6,43149,3.80%
2026,6,43155,10.80%
2026,6,38306,3.10%
2026,6,38315,5.00%
2026,6,38520,10.00%
2026,6,38631,3.80%
2026,6,38665,0.20%
2026,6,38669,6.60%
2026,6,38689,0.10%
2026,6,38735,5.90%
2026,6,38818,8.30%
2026,6,38953,0.80%
2026,6,43050,3.40%
2026,6,43071,1.90%
2026,6,38331,3.20%
2026,6,38459,5.80%
2026,6,38565,8.30%
2026,6,38650,6.40%
2026,6,38820,3.10%
2026,6,38947,3.20%
2026,6,38959,8.80%
2026,6,43031,8.60%
2026,6,43056,8.30%
2026,6,38457,8.00%
2026,6,38492,4.00%
2026,6,38618,2.10%
2026,6,38776,11.00%
2026,6,38986,10.20%
2026,6,38320,17.70%
2026,6,38323,3.80%
2026,6,38334,10.40%
2026,6,38350,2.10%
2026,6,38362,3.50%
2026,6,38373,4.70%
2026,6,38388,9.20%
2026,6,38518,5.30%
2026,6,38573,14.90%
2026,6,38574,1.60%
2026,6,38598,2.40%
2026,6,38609,1.00%
2026,6,38705,4.60%
2026,6,38759,14.70%
2026,6,38786,5.40%
2026,6,38826,6.90%
2026,6,38955,4.10%
2026,6,38988,10.80%
2026,6,43054,1.30%
2026,6,43088,6.00%
2026,6,43098,5.20%
2026,6,43133,7.90%
2026,6,43134,4.20%
2026,6,38250,1.80%
2026,6,38295,1.40%
2026,6,38467,6.90%
2026,6,38728,4.00%
2026,6,38757,4.90%
2026,6,38864,0.70%
2026,6,38871,0.40%
2026,6,38886,1.70%
2026,6,38916,0.60%
2026,6,38944,1.00%
2026,6,38976,2.10%
2026,6,43033,4.60%
2026,6,38351,3.10%
2026,6,38375,5.50%
2026,6,38429,2.20%
2026,6,38511,2.30%
2026,6,38567,3.50%
2026,6,38678,7.10%
2026,6,38684,6.30%
2026,6,38716,4.80%
2026,6,38718,5.70%
2026,6,38996,2.00%
2026,6,43034,8.00%
2026,6,38357,0.40%
2026,6,38358,4.00%
2026,6,38790,4.40%
2026,6,38793,5.50%
2026,6,38893,12.50%
2026,6,38908,1.40%
2026,6,38939,4.90%
2026,6,43064,9.00%
2026,6,43170,6.00%
2026,6,38502,0.10%
2026,6,38594,1.20%
2026,6,38657,0.60%
2026,6,38659,0.30%
2026,6,38800,1.60%
2026,6,38801,2.10%
2026,6,38855,0.30%
2026,6,43026,1.40%
2026,6,43163,4.50%
2026,6,43169,0.50%
2026,6,38193,0.10%
2026,6,38372,2.00%
2026,6,38416,2.40%
2026,6,38499,1.40%
2026,6,38530,1.80%
2026,6,38549,2.70%
2026,6,38587,8.90%
2026,6,38715,1.10%
2026,6,38951,1.90%
2026,6,43105,0.90%
2026,6,38117,11.00%
2026,6,38176,13.90%
2026,6,38197,10.30%
2026,6,38427,4.60%
2026,6,38458,3.60%
2026,6,38475,9.60%
2026,6,38561,5.40%
2026,6,38590,5.70%
2026,6,38656,15.00%
2026,6,38695,6.90%
2026,6,38770,6.70%
2026,6,38859,3.00%
2026,6,43152,8.80%
2026,6,38126,2.80%
2026,6,38179,0.10%
2026,6,38185,3.40%
2026,6,38292,10.10%
2026,6,38439,4.40%
2026,6,38452,5.70%
2026,6,38466,1.50%
2026,6,38553,0.30%
2026,6,38568,1.10%
2026,6,38799,1.90%
2026,6,38815,5.30%
2026,6,38918,6.10%
2026,6,43107,4.90%
2026,6,38178,3.90%
2026,6,38199,7.80%
2026,6,38238,0.20%
2026,6,38244,1.80%
2026,6,38276,2.30%
2026,6,38303,0.00%
2026,6,38510,1.70%
2026,6,38603,0.10%
2026,6,38739,0.10%
2026,6,38844,0.10%
2026,6,38970,0.10%
2026,6,38333,8.20%
2026,6,38339,11.40%
2026,6,38368,4.90%
2026,6,38401,12.20%
2026,6,38456,12.40%
2026,6,38515,12.10%
2026,6,38604,6.10%
2026,6,38862,11.30%
2026,6,38894,3.10%
2026,6,43193,5.20%
2026,6,38377,6.70%
2026,6,38480,12.60%
2026,6,38559,7.70%
